step,run_type,err,lane,handle_count,pred_sig,act_sig
867,frozen,2.000000,De,3,[],[5]
868,frozen,2.000000,De,3,[],[5]
875,frozen,0.000000,Po,3,[],[]
876,frozen,0.000000,Po,3,[],[]
877,frozen,0.000000,Po,3,[],[]
878,frozen,2.000000,De,3,[],[5]
879,frozen,2.000000,De,3,[],[5]
880,frozen,0.000000,Po,3,[5],[5]
881,frozen,0.000000,Po,3,[5],[5]
882,frozen,0.000000,Po,3,[5],[5]
883,frozen,0.000000,Po,3,[5],[5]
884,frozen,0.000000,Po,3,[],[]
885,frozen,0.000000,Po,3,[],[]
886,frozen,2.000000,De,3,[],[5]
887,frozen,2.000000,De,3,[],[5]
888,frozen,0.000000,Po,3,[5],[5]
889,frozen,0.000000,Po,3,[5],[5]
890,frozen,0.000000,Po,3,[5],[5]
891,frozen,0.000000,Po,3,[5],[5]
895,frozen,2.000000,De,3,[],[5]
897,frozen,2.000000,De,3,[],[5]
898,frozen,0.000000,Po,3,[5],[5]
905,frozen,2.000000,De,3,[],[5]
906,frozen,2.000000,De,3,[],[5]
907,frozen,0.000000,Po,3,[5],[5]
908,frozen,0.000000,Po,3,[5],[5]
909,frozen,0.000000,Po,3,[5],[5]
910,frozen,2.000000,De,3,[],[5]
911,frozen,2.000000,De,3,[],[5]
912,frozen,2.000000,De,3,[],[5]
913,frozen,2.000000,De,3,[],[5]
914,frozen,0.000000,Po,3,[5],[5]
918,frozen,2.000000,De,3,[],[5]
919,frozen,2.000000,De,3,[],[5]
920,frozen,0.000000,Po,3,[5],[5]
921,frozen,0.000000,Po,3,[5],[5]
922,frozen,0.000000,Po,3,[5],[5]
923,frozen,2.000000,De,3,[],[5]
924,frozen,2.000000,De,3,[],[5]
925,frozen,0.000000,Po,3,[5],[5]
926,frozen,0.000000,Po,3,[5],[5]
927,frozen,0.000000,Po,3,[5],[5]
928,frozen,2.000000,De,3,[],[5]
929,frozen,2.000000,De,3,[],[5]
930,frozen,0.000000,Po,3,[5],[5]
931,frozen,0.000000,Po,3,[5],[5]
932,frozen,0.000000,Po,3,[5],[5]
933,frozen,0.000000,Po,3,[5],[5]
942,frozen,2.000000,De,3,[],[5]
943,frozen,2.000000,De,3,[],[5]
944,frozen,0.000000,Po,3,[5],[5]
945,frozen,0.000000,Po,3,[5],[5]
946,frozen,0.000000,Po,3,[5],[5]
947,frozen,2.000000,De,3,[],[5]
948,frozen,0.000000,Po,3,[5],[5]
949,frozen,2.000000,De,3,[],[5]
950,frozen,2.000000,De,3,[],[5]
951,frozen,2.000000,De,3,[],[5]
952,frozen,0.000000,Po,3,[5],[5]
953,frozen,0.000000,Po,3,[5],[5]
954,frozen,0.000000,Po,3,[5],[5]
955,frozen,0.000000,Po,3,[5],[5]
956,frozen,0.000000,Po,3,[],[]
957,frozen,2.000000,De,3,[],[7]
958,frozen,2.000000,De,3,[],[7]
959,frozen,0.000000,Po,3,[7],[7]
960,frozen,0.000000,Po,3,[7],[7]
961,frozen,0.000000,Po,3,[7],[7]
962,frozen,0.000000,Po,3,[],[]
969,frozen,0.000000,Po,3,[],[]
970,frozen,2.000000,De,3,[],[5]
971,frozen,2.000000,De,3,[],[5]
974,frozen,2.000000,De,3,[],[5]
975,frozen,0.000000,Po,3,[5],[5]
976,frozen,0.000000,Po,3,[5],[5]
977,frozen,0.000000,Po,3,[5],[5]
978,frozen,0.000000,Po,3,[5],[5]
979,frozen,0.000000,Po,3,[],[]
980,frozen,2.000000,De,3,[],[5]
981,frozen,2.000000,De,3,[],[5]
982,frozen,2.000000,De,3,[],[5]
983,frozen,2.000000,De,3,[],[5]
984,frozen,0.000000,Po,3,[5],[5]
985,frozen,0.000000,Po,3,[5],[5]
986,frozen,0.000000,Po,3,[5],[5]
987,frozen,0.000000,Po,3,[5],[5]
988,frozen,2.000000,De,3,[],[7]
989,frozen,2.000000,De,3,[],[7]
990,frozen,0.000000,Po,3,[7],[7]
991,frozen,0.000000,Po,3,[7],[7]
992,frozen,0.000000,Po,3,[7],[7]
993,frozen,0.000000,Po,3,[],[]
994,frozen,0.000000,Po,3,[],[]
995,frozen,0.000000,Po,3,[],[]
996,frozen,0.000000,Po,3,[],[]
999,frozen,2.000000,De,3,[],[5]
1000,frozen,2.000000,De,3,[],[5]
