========================================================================
BOOTSTRAP v0.1  partner=adversarial_v1  steps=1000
Watch: predicted vs actual, error, and handles forming.
========================================================================
001  sent=[3]                    pred=[]         act=[7]        err= 2.0  lane=De  handles=H001:0.33 hits=1 (3->7)
002  sent=[4]                    pred=[]         act=[5]        err= 2.0  lane=De  handles=H002:0.33 hits=1 (4->5) | H001:0.33 hits=1 (3->7)
044  sent=[8 1 9 1 7]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.72 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.63 hits=5 (1,4->5,7)
045  sent=[8 1 9 1 7]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.63 hits=5 (1,4->5,7)
046  sent=[8 1 9 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.63 hits=5 (1,4->5,7)
047  sent=[9 1 9 1 7]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.63 hits=5 (1,4->5,7)
048  sent=[9 1 9 1 7]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.63 hits=5 (1,4->5,7)
049  sent=[9 1 9 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.63 hits=5 (1,4->5,7)
050  sent=[9 1 9 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5) | H005:0.62 hits=5 (1,4->5,7)
051  sent=[9 1 9 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.71 hits=6 (6,3,7->5) | H021:0.65 hits=5 (9,1,9,1,7->5) | H006:0.63 hits=5 (1,3->5)
052  sent=[9 1 9 1 7]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H021:0.73 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5)
053  sent=[1 3 7 2]              pred=[]         act=[7]        err= 2.0  lane=De  handles=H021:0.73 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5) | H006:0.63 hits=5 (1,3->5)
054  sent=[1 3 7 2]              pred=[]         act=[7]        err= 2.0  lane=De  handles=H021:0.73 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5) | H006:0.62 hits=5 (1,3->5)
055  sent=[1 3 7 2]              pred=[7]        act=[7]        err= 0.0  lane=Po  handles=H021:0.73 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5) | H006:0.62 hits=5 (1,3->5)
056  sent=[1 3 7 2]              pred=[7]        act=[7]        err= 0.0  lane=Po  handles=H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5) | H006:0.62 hits=5 (1,3->5)
057  sent=[1 3 7 2]              pred=[7]        act=[7]        err= 0.0  lane=Po  handles=H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5) | H022:0.65 hits=5 (1,3,7,2->7)
058  sent=[1 3 7 2]              pred=[7]        act=[7]        err= 0.0  lane=Po  handles=H022:0.73 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.71 hits=6 (6,3,7->5)
059  sent=[5 3 3 5]              pred=[]         act=[]         err= 0.0  lane=Po  handles=H022:0.73 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
060  sent=[6 3 3]                pred=[]         act=[5]        err= 2.0  lane=De  handles=H022:0.73 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
061  sent=[6 2 3]                pred=[]         act=[5 7]      err= 4.0  lane=De  handles=H022:0.73 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
062  sent=[6 2 3]                pred=[]         act=[5 7]      err= 4.0  lane=De  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
063  sent=[6 2 3]                pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
064  sent=[6 2 3]                pred=[5 7]      act=[5 7]      err= 0.0  lane=Po  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
065  sent=[7 2 3]                pred=[]         act=[5]        err= 2.0  lane=De  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
066  sent=[7 2 3]                pred=[]         act=[5]        err= 2.0  lane=De  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
067  sent=[7 2 3]                pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
068  sent=[7 2 3]                pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
069  sent=[7 2 3]                pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H022:0.72 hits=6 (1,3,7,2->7) | H021:0.72 hits=6 (9,1,9,1,7->5) | H009:0.70 hits=6 (6,3,7->5)
070  sent=[7 2 3]                pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H026:0.73 hits=6 (7,2,3->5) | H022:0.72 hits=6 (1,3,7,2->7) | H021:0.71 hits=6 (9,1,9,1,7->5)
071  sent=[6 3 7]                pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.78 hits=7 (6,3,7->5) | H026:0.73 hits=6 (7,2,3->5) | H022:0.72 hits=6 (1,3,7,2->7)
072  sent=[4 2 3 7]              pred=[]         act=[]         err= 0.0  lane=Po  handles=H009:0.78 hits=7 (6,3,7->5) | H026:0.73 hits=6 (7,2,3->5) | H022:0.72 hits=6 (1,3,7,2->7)
073  sent=[9 3 2 3 9]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.77 hits=7 (6,3,7->5) | H026:0.73 hits=6 (7,2,3->5) | H022:0.72 hits=6 (1,3,7,2->7)
074  sent=[9 3 2 3 9]            pred=[]         act=[5]        err= 2.0  lane=De  handles=H009:0.77 hits=7 (6,3,7->5) | H026:0.72 hits=6 (7,2,3->5) | H022:0.72 hits=6 (1,3,7,2->7)
075  sent=[9 3 2 3 9]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H026:0.72 hits=6 (7,2,3->5) | H022:0.72 hits=6 (1,3,7,2->7)
076  sent=[9 3 2 3 9]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H026:0.72 hits=6 (7,2,3->5) | H022:0.71 hits=6 (1,3,7,2->7)
077  sent=[9 3 2 3 9]            pred=[5]        act=[5]        err= 0.0  lane=Po  handles=H009:0.77 hits=7 (6,3,7->5) | H026:0.72 hits=6 (7,2,3->5) | H022:0.71 hits=6 (1,3,7,2->7)
